1$4$30$5$4$11824$false$116$0$1214$1733
2$5$30$5$4$11824$true$0$4$6702$4248
3$3$30$5$4$11824$false$9$1$11825$3510
4$4$30$5$5$11824$false$13$0$10701$2858
5$4$30$5$3$11824$true$0$2$14762$4529
6$4$30$4$4$11824$false$64$0$4602$2287
7$4$31$5$4$11824$false$14$3$11825$3260
8$4$29$5$4$11824$false$17$4$11825$3130
9$4$30$5$4$11924$true$0$4$5301$4233
10$4$30$5$4$11724$false$17$0$11002$2822
11$4$30$5$4$11824$false$8$2$11825$3420
12$5$30$5$4$11824$false$55$0$3901$2370
13$3$30$5$4$11824$false$13$2$11825$3370
14$4$30$5$5$11824$true$0$4$4522$4226
15$4$30$5$3$11824$false$4$2$11825$3460
16$4$30$4$4$11824$false$24$4$11825$3060
17$4$31$5$4$11824$false$2$3$11825$3380
18$4$29$5$4$11824$false$2$3$11825$3380
19$4$30$5$4$11924$false$32$2$11925$3180
20$4$30$5$4$11724$false$1$2$11725$3490
21$5$20$5$1$10523$false$19$0$3656$2741
22$4$20$5$1$10523$false$40$0$2495$2519
23$5$20$5$2$10523$true$0$2$3913$4433
24$5$20$4$1$10523$false$77$0$402$2128
25$5$21$5$1$10523$false$58$0$6501$2379
26$5$19$5$1$10523$false$18$0$2501$2739
27$5$20$5$1$10623$false$27$0$4403$2667
28$5$20$5$1$10423$false$27$0$3796$2663
29$5$24$4$4$25659$true$0$1$17896$4522
30$4$24$4$4$25659$false$4$0$13496$2838
31$5$24$4$5$25659$true$0$3$11181$4255
32$5$24$4$3$25659$false$26$0$10201$2585
33$5$24$5$4$25659$false$33$0$2101$2434
34$5$24$3$4$25659$true$0$1$17102$4514
35$5$25$4$4$25659$false$29$0$9501$2548
36$5$23$4$4$25659$true$0$3$15824$4301
37$5$24$4$4$25759$true$0$2$12895$4371
38$5$24$4$4$25559$false$1$4$26137$3295
39$5$24$4$4$25659$false$20$0$10001$2643
40$4$24$4$4$25659$true$0$2$13049$4373
41$5$24$4$5$25659$true$0$2$14511$4388
42$5$24$4$3$25659$false$36$0$11301$2496
43$5$24$5$4$25659$false$34$0$10901$2512
44$5$24$3$4$25659$false$78$0$2602$1989
45$5$25$4$4$25659$false$41$0$6001$2393
46$5$23$4$4$25659$false$59$0$6701$2220
47$5$24$4$4$25759$true$0$1$17097$4513
48$5$24$4$4$25559$false$3$0$13006$2844
49$1$38$4$1$15649$true$0$1$11393$4557
50$2$38$4$1$15649$true$0$1$11326$4556
51$1$38$4$2$15649$false$8$0$12385$2887
52$1$38$5$1$15649$true$0$1$13093$4574
53$1$38$3$1$15649$false$8$1$15650$3520
54$1$39$4$1$15649$true$0$1$14001$4583
55$1$37$4$1$15649$true$0$1$12789$4571
56$1$38$4$1$15749$false$27$0$6103$2633
57$1$38$4$1$15549$true$0$1$12388$4568
58$1$38$4$1$15649$false$12$0$13586$2859
59$2$38$4$1$15649$false$67$0$3802$2211
60$1$38$4$2$15649$false$14$1$15650$3460
61$1$38$5$1$15649$true$0$1$8001$4523
62$1$38$3$1$15649$false$7$0$11572$2889
63$1$39$4$1$15649$false$11$1$15650$3490
64$1$37$4$1$15649$false$18$0$14498$2808
65$1$38$4$1$15749$false$10$1$15750$3500
66$1$38$4$1$15549$false$1$1$15550$3590
67$4$39$4$5$22350$true$0$5$16480$4141
68$5$39$4$5$22350$false$2$0$20602$2962
69$3$39$4$5$22350$true$0$4$19699$4273
70$4$39$4$4$22350$true$0$1$12085$4497
71$4$39$5$5$22350$true$0$5$13214$4108
72$4$39$3$5$22350$false$132$0$3602$1492
73$4$40$4$5$22350$false$13$0$11186$2758
74$4$38$4$5$22350$true$0$5$15698$4133
75$4$39$4$5$22450$false$7$0$19282$2898
76$4$39$4$5$22250$true$0$3$18498$4362
77$1$16$1$5$18950$true$0$4$20806$4318
78$2$16$1$5$18950$true$0$5$16617$4176
79$1$16$1$4$18950$false$1$3$19497$3395
80$1$16$2$5$18950$true$0$4$14868$4259
81$1$17$1$5$18950$true$0$3$15994$4370
82$1$15$1$5$18950$true$0$5$14799$4158
83$1$16$1$5$19050$true$0$5$15592$4165
84$1$16$1$5$18850$true$0$5$17895$4190
85$2$11$2$4$13655$true$0$1$13288$4596
86$3$11$2$4$13655$true$0$4$9657$4260
87$1$11$2$4$13655$false$1$3$13656$3390
88$2$11$2$5$13655$true$0$5$12499$4188
89$2$11$2$3$13655$false$3$2$13656$3470
90$2$11$3$4$13655$false$1$3$13769$3391
91$2$11$1$4$13655$false$2$2$13656$3480
92$2$12$2$4$13655$true$0$4$11620$4279
93$2$10$2$4$13655$true$0$2$10007$4463
94$2$11$2$4$13755$true$0$3$10505$4367
95$2$11$2$4$13555$false$5$0$12601$2940
