1$3$32$4$3$23705$true$0$2$12013$4383
2$4$32$4$3$23705$true$0$1$10567$4468
3$2$32$4$3$23705$true$0$2$13224$4395
4$3$32$4$4$23705$false$122$0$1402$1556
5$3$32$4$2$23705$false$22$0$11704$2659
6$3$32$5$3$23705$true$0$1$19009$4553
7$3$32$3$3$23705$true$0$3$10487$4267
8$3$33$4$3$23705$false$1$0$16807$2921
9$3$31$4$3$23705$true$0$1$11187$4474
10$3$32$4$3$23805$true$0$1$18701$4548
11$3$32$4$3$23605$true$0$1$21005$4574
12$3$32$4$3$23705$false$6$0$13102$2833
13$4$32$4$3$23705$false$6$0$13204$2834
14$2$32$4$3$23705$true$0$3$18499$4347
15$3$32$4$4$23705$true$0$4$8166$4144
16$3$32$4$2$23705$true$0$2$11298$4375
17$3$32$5$3$23705$false$27$0$10502$2597
18$3$32$3$3$23705$true$0$2$13685$4399
19$3$33$4$3$23705$true$0$3$12103$4283
20$3$31$4$3$23705$false$20$0$11742$2680
21$3$32$4$3$23805$false$4$0$16008$2882
22$3$32$4$3$23605$false$9$0$8986$2763
23$2$34$2$2$22484$true$0$1$17515$4550
24$3$34$2$2$22484$false$16$0$11487$2730
25$1$34$2$2$22484$false$43$0$17901$2524
26$2$34$2$3$22484$true$0$2$20421$4479
27$2$34$2$1$22484$true$0$1$14919$4524
28$2$34$3$2$22484$false$84$0$8602$2021
29$2$34$1$2$22484$true$0$1$21486$4590
30$2$35$2$2$22484$true$0$1$21692$4592
31$2$33$2$2$22484$false$9$0$15686$2842
32$2$34$2$2$22584$false$6$1$22585$3540
33$2$34$2$2$22384$true$0$1$18508$4561
34$2$34$2$2$22484$false$36$0$14203$2557
35$3$34$2$2$22484$false$5$0$11072$2835
36$1$34$2$2$22484$false$8$1$22485$3520
37$2$34$2$3$22484$true$0$2$18799$4463
38$2$34$2$1$22484$false$18$0$12589$2721
39$2$34$3$2$22484$false$12$0$12398$2779
40$2$34$1$2$22484$true$0$1$20786$4583
41$2$35$2$2$22484$false$20$0$13202$2707
42$2$33$2$2$22484$true$0$2$15472$4429
43$2$34$2$2$22584$true$0$2$15793$4432
44$2$34$2$2$22384$false$46$0$14701$2463
45$5$13$2$5$37607$false$28$0$3202$2375
46$4$13$2$5$37607$true$0$4$14298$4066
47$5$13$2$4$37607$true$0$2$10699$4230
48$5$13$3$5$37607$true$0$4$7839$4002
49$5$13$1$5$37607$true$0$3$21594$4239
50$5$14$2$5$37607$true$0$4$12276$4046
51$5$12$2$5$37607$true$0$1$15628$4380
52$5$13$2$5$37707$false$44$0$1901$2201
53$5$13$2$5$37507$false$48$0$102$2145
54$5$35$3$2$10944$false$100$0$5902$1949
55$4$35$3$2$10944$false$23$2$10945$3270
56$5$35$3$3$10944$false$48$2$10945$3020
57$5$35$3$1$10944$false$50$0$10203$2492
58$5$35$4$2$10944$true$0$2$8317$4473
59$5$35$2$2$10944$false$41$2$10945$3090
60$5$36$3$2$10944$false$62$0$7804$2348
61$5$34$3$2$10944$false$89$0$4187$2042
62$5$35$3$2$11044$false$141$0$104$1480
63$5$35$3$2$10844$false$44$0$7305$2524
64$4$34$1$5$16477$false$74$0$11603$2211
65$5$34$1$5$16477$false$93$0$6502$1970
66$3$34$1$5$16477$false$21$3$16478$3190
67$4$34$1$4$16477$false$12$3$16478$3280
68$4$34$2$5$16477$false$3$2$16478$3470
69$4$35$1$5$16477$false$107$0$5503$1820
70$4$33$1$5$16477$false$58$0$12102$2376
71$4$34$1$5$16577$false$4$4$16578$3260
72$4$34$1$5$16377$false$17$2$16378$3330
73$2$17$2$1$37984$false$41$0$5601$2266
74$3$17$2$1$37984$false$4$0$8801$2668
75$1$17$2$1$37984$true$0$1$14495$4365
76$2$17$2$2$37984$true$0$1$10983$4329
77$2$17$3$1$37984$true$0$1$9740$4317
78$2$17$1$1$37984$false$21$0$11601$2526
79$2$18$2$1$37984$true$0$1$14437$4364
80$2$16$2$1$37984$false$61$0$901$2019
81$2$17$2$1$38084$false$47$0$6001$2209
82$2$17$2$1$37884$true$0$1$16220$4383
83$3$44$2$5$27410$true$0$4$14973$4175
84$4$44$2$5$27410$true$0$1$26073$4586
85$2$44$2$5$27410$false$181$0$104$916
86$3$44$2$4$27410$true$0$2$21309$4438
87$3$44$3$5$27410$true$0$5$20497$4130
88$3$44$1$5$27410$false$17$2$27411$3330
89$3$45$2$5$27410$true$0$1$22498$4550
90$3$43$2$5$27410$true$0$3$17478$4300
91$3$44$2$5$27510$true$0$4$24082$4265
92$3$44$2$5$27310$true$0$3$18283$4309
93$5$45$1$4$16409$false$21$3$16410$3190
94$4$45$1$4$16409$false$25$3$16410$3150
95$5$45$1$5$16409$false$51$2$16410$2990
96$5$45$1$3$16409$false$54$0$12403$2419
97$5$45$2$4$16409$false$56$0$10601$2381
98$5$44$1$4$16409$false$17$3$16410$3230
99$5$45$1$4$16509$false$64$2$16510$2860
100$5$45$1$4$16309$false$47$0$13704$2503
101$1$45$5$3$28465$true$0$2$18306$4398
102$2$45$5$3$28465$true$0$3$7463$4189
103$1$45$5$4$28465$true$0$4$15399$4169
104$1$45$5$2$28465$false$12$0$16703$2762
105$1$45$4$3$28465$true$0$3$21797$4333
106$1$44$5$3$28465$true$0$3$6574$4181
107$1$45$5$3$28565$true$0$2$14802$4362
108$1$45$5$3$28365$true$0$2$19194$4408
109$1$32$3$1$16938$true$0$1$15383$4584
110$2$32$3$1$16938$false$20$0$10886$2739
111$1$32$3$2$16938$true$0$1$13778$4568
112$1$32$4$1$16938$true$0$1$13503$4565
113$1$32$2$1$16938$false$23$0$13697$2737
114$1$33$3$1$16938$false$1$1$19888$3619
115$1$31$3$1$16938$true$0$1$16334$4593
116$1$32$3$1$17038$false$124$0$1003$1599
117$1$32$3$1$16838$true$0$1$15497$4586
118$1$32$3$1$16938$false$38$0$10703$2557
119$2$32$3$1$16938$false$7$1$16939$3530
120$1$32$3$2$16938$false$22$0$10703$2717
121$1$32$4$1$16938$true$0$1$11789$4548
122$1$32$2$1$16938$false$112$0$3002$1740
123$1$33$3$1$16938$false$5$1$16939$3550
124$1$31$3$1$16938$true$0$1$11295$4543
125$1$32$3$1$17038$false$3$0$15502$2954
126$1$32$3$1$16838$true$0$1$16602$4597
127$1$32$3$1$16938$false$2$1$16939$3580
128$2$32$3$1$16938$false$11$0$13401$2854
129$1$32$3$2$16938$true$0$1$14441$4575
130$1$32$4$1$16938$false$10$0$9801$2828
131$1$32$2$1$16938$false$36$0$10195$2572
132$1$33$3$1$16938$true$0$1$14725$4577
133$1$31$3$1$16938$false$59$0$5294$2293
134$1$32$3$1$17038$false$7$0$10093$2860
135$1$32$3$1$16838$true$0$1$16296$4594
136$3$22$1$5$10133$false$38$5$10134$2820
137$4$22$1$5$10133$false$41$1$10134$3190
138$2$22$1$5$10133$false$12$5$10134$3080
139$3$22$1$4$10133$false$20$3$10134$3200
140$3$22$2$5$10133$false$19$4$10134$3110
141$3$23$1$5$10133$false$24$5$10134$2960
142$3$21$1$5$10133$false$23$4$10134$3070
143$3$22$1$5$10233$false$38$4$10234$2920
144$3$22$1$5$10033$false$44$4$10034$2860
145$1$42$5$1$36406$true$0$1$12917$4365
146$2$42$5$1$36406$true$0$1$13486$4370
147$1$42$5$2$36406$true$0$1$18911$4425
148$1$42$4$1$36406$false$174$0$103$896
149$1$43$5$1$36406$false$18$0$14202$2597
150$1$41$5$1$36406$true$0$1$17403$4409
151$1$42$5$1$36506$false$87$0$3002$1794
152$1$42$5$1$36306$true$0$1$6999$4306
153$4$35$1$1$34317$false$129$0$1802$1384
154$5$35$1$1$34317$false$93$0$6603$1792
155$3$35$1$1$34317$false$85$0$3904$1845
156$4$35$1$2$34317$true$0$1$22399$4480
157$4$35$2$1$34317$false$125$0$2502$1431
158$4$36$1$1$34317$false$106$0$5402$1650
159$4$34$1$1$34317$true$0$1$20786$4464
160$4$35$1$1$34417$false$137$0$702$1292
161$4$35$1$1$34217$false$57$0$11702$2204
162$3$43$1$2$15134$false$22$2$15135$3280
163$4$43$1$2$15134$false$51$1$15135$3090
164$2$43$1$2$15134$false$27$1$15135$3330
165$3$43$1$3$15134$false$68$1$15135$2920
166$3$43$1$1$15134$false$160$0$1703$1265
167$3$43$2$2$15134$false$61$0$9197$2330
168$3$44$1$2$15134$false$51$0$14086$2479
169$3$42$1$2$15134$false$37$0$12502$2603
170$3$43$1$2$15234$false$20$1$15235$3400
171$3$43$1$2$15034$false$69$1$15035$2910
172$1$24$2$3$39434$false$13$0$22001$2695
173$2$24$2$3$39434$false$16$0$14286$2588
174$1$24$2$4$39434$true$0$3$17205$4177
175$1$24$2$2$39434$true$0$1$14884$4354
176$1$24$3$3$39434$true$0$3$15098$4156
177$1$24$1$3$39434$true$0$1$18686$4392
178$1$25$2$3$39434$true$0$3$16671$4172
179$1$23$2$3$39434$true$0$1$17272$4378
180$1$24$2$3$39534$true$0$3$17832$4182
181$1$24$2$3$39334$true$0$2$18063$4287
182$3$43$4$1$37500$false$32$0$10197$2406
183$4$43$4$1$37500$false$65$0$8304$2058
184$2$43$4$1$37500$true$0$1$17101$4396
185$3$43$4$2$37500$false$42$0$12793$2332
186$3$43$5$1$37500$false$172$0$503$910
187$3$43$3$1$37500$false$103$0$6788$1662
188$3$44$4$1$37500$false$108$0$3394$1578
189$3$42$4$1$37500$false$43$0$8099$2275
190$3$43$4$1$37600$false$40$0$7703$2301
191$3$43$4$1$37400$true$0$1$9202$4318
192$2$25$3$1$22509$false$96$0$1303$1827
193$3$25$3$1$22509$false$10$0$13201$2806
194$1$25$3$1$22509$true$0$1$13898$4513
195$2$25$3$2$22509$true$0$1$13096$4505
196$2$25$4$1$22509$true$0$1$12995$4504
197$2$25$2$1$22509$false$66$0$7002$2184
198$2$26$3$1$22509$false$33$0$6892$2513
199$2$24$3$1$22509$false$30$0$5502$2529
200$2$25$3$1$22609$false$27$0$10101$2604
201$2$25$3$1$22409$true$0$1$12897$4504
202$1$32$2$5$15918$false$6$2$15919$3440
203$2$32$2$5$15918$false$1$4$15919$3290
204$1$32$2$4$15918$true$0$4$18855$4329
205$1$32$3$5$15918$true$0$5$9797$4138
206$1$32$1$5$15918$false$30$5$15919$2900
207$1$33$2$5$15918$false$12$4$15919$3180
208$1$31$2$5$15918$true$0$4$15693$4297
209$1$32$2$5$16018$false$1$5$16067$3190
210$1$32$2$5$15818$false$29$5$15819$2910
211$3$19$3$4$17900$true$0$1$17798$4598
212$4$19$3$4$17900$false$5$0$10894$2879
213$2$19$3$4$17900$false$18$0$12601$2767
214$3$19$3$5$17900$false$1$3$20021$3411
215$3$19$3$3$17900$true$0$1$12997$4550
216$3$19$4$4$17900$false$74$0$703$2088
217$3$19$2$4$17900$false$28$0$10901$2650
218$3$20$3$4$17900$false$13$0$10696$2797
219$3$18$3$4$17900$false$5$0$9983$2870
220$3$19$3$4$18000$true$0$1$17777$4597
221$3$19$3$4$17800$true$0$3$12999$4351
222$3$19$3$4$17900$false$1$4$18475$3295
223$4$19$3$4$17900$true$0$3$15298$4373
224$2$19$3$4$17900$true$0$4$13802$4259
225$3$19$3$5$17900$true$0$2$13200$4453
226$3$19$3$3$17900$false$63$0$3402$2225
227$3$19$4$4$17900$false$1$3$17972$3390
228$3$19$2$4$17900$true$0$1$16991$4590
229$3$20$3$4$17900$true$0$4$8347$4204
230$3$18$3$4$17900$true$0$3$7886$4299
231$3$19$3$4$18000$true$0$4$12184$4241
232$3$19$3$4$17800$false$1$2$18079$3492
233$4$40$5$1$35441$false$150$0$1504$1160
234$5$40$5$1$35441$false$125$0$5703$1452
235$3$40$5$1$35441$true$0$1$11599$4361
236$4$40$5$2$35441$true$0$1$19798$4443
237$4$40$4$1$35441$false$38$0$9402$2359
238$4$41$5$1$35441$true$0$1$22401$4469
239$4$39$5$1$35441$false$139$0$2203$1277
240$4$40$5$1$35541$false$65$0$2403$2018
241$4$40$5$1$35341$false$127$0$4203$1418
242$1$35$3$3$39754$true$0$3$12013$4122
243$2$35$3$3$39754$false$23$0$14150$2513
244$1$35$3$4$39754$true$0$3$18602$4188
245$1$35$3$2$39754$false$8$0$16403$2686
246$1$35$4$3$39754$true$0$2$20398$4306
247$1$35$2$3$39754$true$0$3$18298$4185
248$1$36$3$3$39754$true$0$3$17295$4175
249$1$34$3$3$39754$true$0$3$16195$4164
250$1$35$3$3$39854$true$0$3$11061$4112
251$1$35$3$3$39654$true$0$2$16304$4266
252$2$28$4$4$19952$false$8$0$14702$2867
253$3$28$4$4$19952$false$14$0$11178$2772
254$1$28$4$4$19952$true$0$4$11540$4215
255$2$28$4$5$19952$true$0$4$13095$4231
256$2$28$4$3$19952$true$0$3$15998$4360
257$2$28$5$4$19952$true$0$2$18303$4483
258$2$28$3$4$19952$true$0$3$18602$4386
259$2$29$4$4$19952$true$0$3$15185$4352
260$2$27$4$4$19952$false$8$0$6701$2787
261$2$28$4$4$20052$false$1$3$20053$3390
262$2$28$4$4$19852$true$0$3$15502$4356
263$5$20$5$1$23526$false$75$0$301$2017
264$4$20$5$1$23526$false$5$0$7797$2792
265$5$20$5$2$23526$true$0$1$13499$4499
266$5$20$4$1$23526$false$78$0$102$1985
267$5$21$5$1$23526$true$0$1$7075$4435
268$5$19$5$1$23526$false$17$0$5239$2647
269$5$20$5$1$23626$false$30$0$2502$2488
270$5$20$5$1$23426$true$0$1$1881$4384
271$1$42$4$1$28926$true$0$1$20822$4518
272$2$42$4$1$28926$true$0$1$15495$4465
273$1$42$4$2$28926$true$0$2$12550$4336
274$1$42$5$1$28926$false$47$0$2403$2264
275$1$42$3$1$28926$true$0$1$14911$4459
276$1$43$4$1$28926$false$32$0$8202$2472
277$1$41$4$1$28926$true$0$1$18402$4494
278$1$42$4$1$29026$true$0$1$18610$4495
