1$1$24$5$1$14825$false$3$0$6911$4590
2$2$24$5$1$14825$false$10$0$7501$4526
3$1$24$5$2$14825$false$24$0$7802$4389
4$1$24$4$1$14825$false$14$0$7101$4482
5$1$25$5$1$14825$true$0$1$17514$3626
6$1$23$5$1$14825$true$0$1$11397$3565
7$1$24$5$1$14925$true$0$1$13712$3587
8$1$24$5$1$14725$false$20$0$8592$4438
9$1$24$5$1$14825$false$27$0$3501$4316
10$2$24$5$1$14825$false$40$0$5802$4209
11$1$24$5$2$14825$true$0$2$12498$3476
12$1$24$4$1$14825$false$26$0$5173$4343
13$1$25$5$1$14825$true$0$1$7183$3523
14$1$23$5$1$14825$false$2$0$8702$4618
15$1$24$5$1$14925$true$0$1$6963$3520
16$1$24$5$1$14725$false$5$1$14726$4550
17$1$24$5$1$14825$true$0$1$13358$3585
18$2$24$5$1$14825$false$89$0$1202$3673
19$1$24$5$2$14825$false$6$0$11898$4610
20$1$24$4$1$14825$false$45$0$4095$4142
21$1$25$5$1$14825$false$3$1$14826$4570
22$1$23$5$1$14825$false$12$1$14826$4480
23$1$24$5$1$14925$true$0$1$13714$3587
24$1$24$5$1$14725$true$0$1$6928$3522
25$2$39$4$3$17711$true$0$2$15901$3481
26$3$39$4$3$17711$false$3$2$17712$4470
27$1$39$4$3$17711$true$0$3$15997$3382
28$2$39$4$4$17711$true$0$4$11799$3240
29$2$39$4$2$17711$false$6$0$12686$4589
30$2$39$5$3$17711$true$0$3$15491$3377
31$2$39$3$3$17711$false$6$2$17712$4440
32$2$40$4$3$17711$true$0$2$13802$3460
33$2$38$4$3$17711$true$0$2$10484$3427
34$2$39$4$3$17811$true$0$3$17310$3394
35$2$39$4$3$17611$false$2$3$17612$4380
36$2$16$2$5$26323$true$0$4$15399$3190
37$3$16$2$5$26323$true$0$5$14080$3077
38$1$16$2$5$26323$true$0$4$10393$3140
39$2$16$2$4$26323$true$0$3$16699$3303
40$2$16$3$5$26323$false$64$0$102$3797
41$2$16$1$5$26323$true$0$1$16634$3503
42$2$17$2$5$26323$true$0$5$13399$3070
43$2$15$2$5$26323$true$0$4$15087$3187
44$2$16$2$5$26423$true$0$3$9972$3235
45$2$16$2$5$26223$true$0$4$14795$3185
46$4$20$4$1$38748$true$0$1$10608$3318
47$5$20$4$1$38748$false$29$0$6086$4083
48$3$20$4$1$38748$false$1$0$14306$4445
49$4$20$4$2$38748$false$9$0$11697$4339
50$4$20$5$1$38748$true$0$1$14801$3360
51$4$20$3$1$38748$false$14$0$8392$4256
52$4$21$4$1$38748$false$75$0$2402$3586
53$4$19$4$1$38748$false$2$0$9197$4384
54$4$20$4$1$38848$true$0$1$9880$3310
55$4$20$4$1$38648$false$36$0$1499$3968
56$4$20$4$1$38748$true$0$1$12601$3338
57$5$20$4$1$38748$false$3$0$9497$4377
58$3$20$4$1$38748$false$72$0$1302$3605
59$4$20$4$2$38748$false$24$0$5696$4129
60$4$20$5$1$38748$false$70$0$2202$3634
