1$1$38$3$1$74492$false$26$1$74602$
2$2$38$3$1$74492$false$45$0$43533$
3$1$38$3$2$74492$true$0$2$73016$
4$1$38$4$1$74492$false$18$1$74643$
5$1$38$2$1$74492$false$25$1$74628$
6$1$39$3$1$74492$false$10$1$74533$
7$1$37$3$1$74492$false$22$1$74562$
8$1$38$3$1$75492$false$3$1$75654$
9$1$38$3$1$73492$false$20$1$73581$
10$1$38$3$1$74492$false$8$1$74664$
11$2$38$3$1$74492$false$130$0$13364$
12$1$38$3$2$74492$false$23$1$74622$
13$1$38$4$1$74492$false$12$0$63184$
14$1$38$2$1$74492$false$16$1$74521$
15$1$39$3$1$74492$false$57$0$46610$
16$1$37$3$1$74492$false$12$1$74627$
17$1$38$3$1$75492$false$24$1$75565$
18$1$38$3$1$73492$false$33$1$120983$
19$4$36$4$2$53087$false$86$0$25452$
20$5$36$4$2$53087$false$57$0$42535$
21$3$36$4$2$53087$false$88$0$27291$
22$4$36$4$3$53087$false$88$0$24723$
23$4$36$4$1$53087$false$120$0$14534$
24$4$36$5$2$53087$false$46$2$53165$
25$4$36$3$2$53087$false$143$0$2059$
26$4$37$4$2$53087$false$26$2$53219$
27$4$35$4$2$53087$false$75$0$29218$
28$4$36$4$2$54087$false$53$0$47976$
29$4$36$4$2$52087$false$51$0$51683$
30$5$26$2$4$66623$false$7$4$66821$
31$4$26$2$4$66623$false$51$0$51818$
32$5$26$2$5$66623$false$19$0$59128$
33$5$26$2$3$66623$false$22$1$66753$
34$5$26$3$4$66623$false$72$0$22142$
35$5$26$1$4$66623$false$92$0$10258$
36$5$27$2$4$66623$false$17$2$66658$
37$5$25$2$4$66623$false$67$0$24534$
38$5$26$2$4$67623$false$5$2$67715$
39$5$26$2$4$65623$false$60$0$37291$
40$3$31$4$3$62441$false$2$3$62548$
41$4$31$4$3$62441$false$64$0$33680$
42$2$31$4$3$62441$false$22$2$62633$
43$3$31$4$4$62441$false$39$0$53075$
44$3$31$4$2$62441$false$20$1$62584$
45$3$31$5$3$62441$false$16$3$62457$
46$3$31$3$3$62441$false$71$0$31671$
47$3$32$4$3$62441$false$38$1$62649$
48$3$30$4$3$62441$false$27$1$62538$
49$3$31$4$3$63441$true$0$3$61388$
50$3$31$4$3$61441$false$26$3$532520$
51$5$21$1$4$81282$false$52$0$23689$
52$4$21$1$4$81282$false$53$0$29885$
53$5$21$1$5$81282$false$35$0$35043$
54$5$21$1$3$81282$false$1$3$81375$
55$5$21$2$4$81282$true$0$4$76581$
56$5$22$1$4$81282$false$66$0$16830$
57$5$20$1$4$81282$false$12$0$61133$
58$5$21$1$4$82282$false$61$0$15754$
59$5$21$1$4$80282$false$33$0$48913$
60$1$15$4$4$70971$false$4$3$71174$
61$2$15$4$4$70971$false$2$4$71095$
62$1$15$4$5$70971$true$0$5$65906$
63$1$15$4$3$70971$false$1$3$71093$
64$1$15$5$4$70971$false$33$4$1343976$
65$1$15$3$4$70971$true$0$4$66679$
66$1$16$4$4$70971$true$0$4$66948$
67$1$14$4$4$70971$true$0$2$68757$
68$1$15$4$4$71971$true$0$4$60679$
69$1$15$4$4$69971$false$2$4$70076$
70$5$35$4$5$90414$true$0$2$86105$
71$4$35$4$5$90414$false$1$1$90626$
72$5$35$4$4$90414$false$118$0$14825$
73$5$35$5$5$90414$false$18$0$78651$
74$5$35$3$5$90414$false$4$3$90486$
75$5$36$4$5$90414$false$41$0$61724$
76$5$34$4$5$90414$true$0$1$72792$
77$5$35$4$5$91414$false$43$0$53357$
78$5$35$4$5$89414$false$36$0$71138$
79$5$35$4$5$90414$false$29$-1$56984$
80$4$35$4$5$90414$true$0$4$84944$
81$5$35$4$4$90414$false$11$0$66907$
82$5$35$5$5$90414$false$39$0$56209$
83$5$35$3$5$90414$false$111$0$20347$
84$5$36$4$5$90414$false$33$0$73826$
85$5$34$4$5$90414$false$4$2$90581$
86$5$35$4$5$91414$false$2$2$91488$
87$5$35$4$5$89414$true$0$4$68282$
88$2$14$3$3$107705$false$6$0$57824$
89$3$14$3$3$107705$true$0$1$64770$
90$1$14$3$3$107705$false$3$3$107746$
91$2$14$3$4$107705$true$0$2$61857$
92$2$14$3$2$107705$true$0$2$52755$
93$2$14$4$3$107705$true$0$3$69393$
94$2$14$2$3$107705$true$0$1$79913$
95$2$15$3$3$107705$false$9$0$65974$
96$2$13$3$3$107705$true$0$1$68523$
97$2$14$3$3$108705$false$31$0$15827$
98$2$14$3$3$106705$true$0$3$78150$
99$2$17$2$2$78145$false$62$0$6142$
100$3$17$2$2$78145$false$21$0$36628$
101$1$17$2$2$78145$true$0$2$70947$
102$2$17$2$3$78145$false$3$3$78149$
103$2$17$2$1$78145$true$0$1$73362$
104$2$17$3$2$78145$false$1$0$68189$
105$2$17$1$2$78145$false$2$0$63402$
106$2$18$2$2$78145$false$29$0$32586$
107$2$16$2$2$78145$false$42$0$22931$
108$2$17$2$2$79145$false$42$0$18884$
109$2$17$2$2$77145$false$40$0$24815$
110$2$17$2$2$78145$false$53$0$14929$
111$3$17$2$2$78145$false$25$0$39761$
112$1$17$2$2$78145$false$1$2$78233$
113$2$17$2$3$78145$false$7$0$70630$
114$2$17$2$1$78145$false$25$0$43286$
115$2$17$3$2$78145$false$53$0$12475$
116$2$17$1$2$78145$false$47$0$23921$
117$2$18$2$2$78145$true$0$2$77479$
118$2$16$2$2$78145$false$7$0$48556$
119$2$17$2$2$79145$true$0$1$68430$
120$2$17$2$2$77145$false$53$0$14552$
121$3$25$2$2$62165$false$101$0$830$
122$4$25$2$2$62165$false$84$0$16657$
123$2$25$2$2$62165$false$80$0$14149$
124$3$25$2$3$62165$false$93$0$6870$
125$3$25$2$1$62165$false$16$1$62371$
126$3$25$3$2$62165$false$54$0$27203$
127$3$25$1$2$62165$false$51$0$35011$
128$3$26$2$2$62165$false$92$0$7925$
129$3$24$2$2$62165$false$55$0$34215$
130$3$25$2$2$63165$false$11$2$63212$
131$3$25$2$2$61165$false$23$1$61186$
132$2$32$2$2$78238$false$112$0$10410$
133$3$32$2$2$78238$false$82$0$29513$
134$1$32$2$2$78238$false$12$2$78401$
135$2$32$2$3$78238$false$3$1$78392$
136$2$32$2$1$78238$false$19$1$78440$
137$2$32$3$2$78238$false$122$0$7510$
138$2$32$1$2$78238$false$58$0$52408$
139$2$33$2$2$78238$false$129$0$3742$
140$2$31$2$2$78238$false$84$0$18379$
141$2$32$2$2$79238$false$107$0$16716$
142$2$32$2$2$77238$false$70$0$33311$
143$2$33$1$1$59966$false$42$1$60044$
144$3$33$1$1$59966$false$68$0$41546$
145$1$33$1$1$59966$false$25$1$60090$
146$2$33$1$2$59966$false$32$2$60128$
147$2$33$2$1$59966$false$34$0$45189$
148$2$34$1$1$59966$false$125$0$9395$
149$2$32$1$1$59966$false$94$0$28571$
150$2$33$1$1$60966$false$131$0$2292$
151$2$33$1$1$58966$false$37$1$59028$
152$4$26$1$1$86227$false$69$0$22729$
153$5$26$1$1$86227$false$101$0$1452$
154$3$26$1$1$86227$false$86$0$15624$
155$4$26$1$2$86227$false$26$0$51754$
156$4$26$2$1$86227$false$99$0$4368$
157$4$27$1$1$86227$false$44$0$55019$
158$4$25$1$1$86227$false$95$0$2696$
159$4$26$1$1$87227$false$100$0$3546$
160$4$26$1$1$85227$false$55$0$27307$
161$5$33$5$5$85069$false$32$0$61916$
162$4$33$5$5$85069$false$13$3$85089$
163$5$33$5$4$85069$false$73$0$36345$
164$5$33$4$5$85069$false$66$0$42811$
165$5$34$5$5$85069$false$23$0$84812$
166$5$32$5$5$85069$false$3$4$85083$
167$5$33$5$5$86069$false$16$0$78393$
168$5$33$5$5$84069$false$59$0$43926$
169$5$20$3$5$63262$false$24$0$52422$
170$4$20$3$5$63262$false$47$0$45914$
171$5$20$3$4$63262$false$31$0$33927$
172$5$20$4$5$63262$false$52$0$22095$
173$5$20$2$5$63262$false$17$4$63291$
174$5$21$3$5$63262$false$37$0$42107$
175$5$19$3$5$63262$false$13$1$63449$
176$5$20$3$5$64262$false$7$3$64433$
177$5$20$3$5$62262$false$20$2$62299$
178$2$22$2$3$48600$false$15$3$48603$
179$3$22$2$3$48600$false$25$1$48682$
180$1$22$2$3$48600$false$31$3$48669$
181$2$22$2$4$48600$false$31$0$46978$
