28/09/20 15:37:15 INFO  [pacman.optimization.PacmanOptimization] Evaluation [1]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=19, bigDots=2, lives=4, gamePlayTimeout=34616)
28/09/20 15:37:38 INFO  [model.rules.PacmanCheckLivesDownRuleAction] Last item caught at the same moment Pacman was caught. Lives won't be down
28/09/20 15:37:38 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=21932, configuredTimeout=34616) with score: 4273
28/09/20 15:37:38 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
28/09/20 15:37:38 INFO  [pacman.optimization.PacmanOptimization] Evaluation [2]: PacmanOptimizationConfiguration(ghosts=4, dotsPercentage=19, bigDots=2, lives=4, gamePlayTimeout=34616)
28/09/20 15:37:50 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=11968, configuredTimeout=34616) with score: 4273
28/09/20 15:37:50 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
28/09/20 15:37:50 INFO  [pacman.optimization.PacmanOptimization] Evaluation [3]: PacmanOptimizationConfiguration(ghosts=2, dotsPercentage=19, bigDots=2, lives=4, gamePlayTimeout=34616)
28/09/20 15:38:03 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=1, lives=0, gamePlayTime=12980, configuredTimeout=34616) with score: 2773
28/09/20 15:38:03 INFO  [pacman.optimization.PacmanOptimization] Evaluation [4]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=19, bigDots=2, lives=5, gamePlayTimeout=34616)
28/09/20 15:38:04 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=69, lives=0, gamePlayTime=1102, configuredTimeout=34616) with score: 1974
28/09/20 15:38:04 INFO  [pacman.optimization.PacmanOptimization] Evaluation [5]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=19, bigDots=2, lives=3, gamePlayTimeout=34616)
28/09/20 15:38:20 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=16272, configuredTimeout=34616) with score: 4216
28/09/20 15:38:20 INFO  [pacman.optimization.PacmanOptimization] Evaluation [6]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=19, bigDots=3, lives=4, gamePlayTimeout=34616)
28/09/20 15:38:37 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=16596, configuredTimeout=34616) with score: 4219
28/09/20 15:38:37 INFO  [pacman.optimization.PacmanOptimization] Evaluation [7]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=19, bigDots=1, lives=4, gamePlayTimeout=34616)
28/09/20 15:38:47 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=34, lives=0, gamePlayTime=10101, configuredTimeout=34616) with score: 2414
28/09/20 15:38:47 INFO  [pacman.optimization.PacmanOptimization] Evaluation [8]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=20, bigDots=2, lives=4, gamePlayTimeout=34616)
28/09/20 15:38:59 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=8, lives=0, gamePlayTime=12401, configuredTimeout=34616) with score: 2697
28/09/20 15:38:59 INFO  [pacman.optimization.PacmanOptimization] Evaluation [9]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=18, bigDots=2, lives=4, gamePlayTimeout=34616)
28/09/20 15:39:09 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=10276, configuredTimeout=34616) with score: 4056
