02/10/20 10:12:10 INFO  [pacman.optimization.PacmanOptimization] Evaluation [1]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:12:27 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=9, lives=0, gamePlayTime=14635, configuredTimeout=34542) with score: 2710
02/10/20 10:12:27 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 10:12:27 INFO  [pacman.optimization.PacmanOptimization] Evaluation [2]: PacmanOptimizationConfiguration(ghosts=4, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:12:28 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=110, lives=0, gamePlayTime=807, configuredTimeout=34542) with score: 1562
02/10/20 10:12:28 INFO  [pacman.optimization.PacmanOptimization] Evaluation [3]: PacmanOptimizationConfiguration(ghosts=2, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:12:46 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=18799, configuredTimeout=34542) with score: 4242
02/10/20 10:12:46 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 10:12:46 INFO  [pacman.optimization.PacmanOptimization] Evaluation [4]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=4, gamePlayTimeout=34542)
02/10/20 10:13:03 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=17059, configuredTimeout=34542) with score: 4225
02/10/20 10:13:03 INFO  [pacman.optimization.PacmanOptimization] Evaluation [5]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=2, gamePlayTimeout=34542)
02/10/20 10:13:08 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=82, lives=0, gamePlayTime=4608, configuredTimeout=34542) with score: 1880
02/10/20 10:13:08 INFO  [pacman.optimization.PacmanOptimization] Evaluation [6]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=4, lives=3, gamePlayTimeout=34542)
02/10/20 10:13:25 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=16402, configuredTimeout=34542) with score: 4318
02/10/20 10:13:25 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 10:13:25 INFO  [pacman.optimization.PacmanOptimization] Evaluation [7]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=2, lives=3, gamePlayTimeout=34542)
02/10/20 10:13:43 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=2, lives=0, gamePlayTime=18487, configuredTimeout=34542) with score: 2819
02/10/20 10:13:43 INFO  [pacman.optimization.PacmanOptimization] Evaluation [8]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=29, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:14:00 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=1, gamePlayTime=17101, configuredTimeout=34542) with score: 4425
02/10/20 10:14:00 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 10:14:00 INFO  [pacman.optimization.PacmanOptimization] Evaluation [9]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=27, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:14:22 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=21649, configuredTimeout=34542) with score: 4371
02/10/20 10:14:22 INFO  [pacman.optimization.PacmanOptimization] Evaluation [10]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34642)
02/10/20 10:14:28 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=78, lives=0, gamePlayTime=6602, configuredTimeout=34642) with score: 1939
02/10/20 10:14:28 INFO  [pacman.optimization.PacmanOptimization] Evaluation [11]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34442)
02/10/20 10:14:41 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=12727, configuredTimeout=34442) with score: 4182
02/10/20 10:14:41 INFO  [pacman.optimization.PacmanOptimization] Evaluation [12]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:14:51 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=15, lives=0, gamePlayTime=10002, configuredTimeout=34542) with score: 2604
02/10/20 10:14:51 INFO  [pacman.optimization.PacmanOptimization] Evaluation [13]: PacmanOptimizationConfiguration(ghosts=4, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:15:07 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=2, lives=0, gamePlayTime=15696, configuredTimeout=34542) with score: 2791
02/10/20 10:15:07 INFO  [pacman.optimization.PacmanOptimization] Evaluation [14]: PacmanOptimizationConfiguration(ghosts=2, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:15:24 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=17401, configuredTimeout=34542) with score: 4328
02/10/20 10:15:24 INFO  [pacman.optimization.PacmanOptimization] Evaluation [15]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=4, gamePlayTimeout=34542)
02/10/20 10:15:26 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=107, lives=0, gamePlayTime=1803, configuredTimeout=34542) with score: 1602
02/10/20 10:15:26 INFO  [pacman.optimization.PacmanOptimization] Evaluation [16]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=2, gamePlayTimeout=34542)
02/10/20 10:15:34 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=7, lives=0, gamePlayTime=7687, configuredTimeout=34542) with score: 2661
02/10/20 10:15:34 INFO  [pacman.optimization.PacmanOptimization] Evaluation [17]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=4, lives=3, gamePlayTimeout=34542)
02/10/20 10:15:47 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=12981, configuredTimeout=34542) with score: 4184
02/10/20 10:15:47 INFO  [pacman.optimization.PacmanOptimization] Evaluation [18]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=2, lives=3, gamePlayTimeout=34542)
02/10/20 10:16:02 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=1, gamePlayTime=15074, configuredTimeout=34542) with score: 4405
02/10/20 10:16:02 INFO  [pacman.optimization.PacmanOptimization] Evaluation [19]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=29, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:16:14 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=5, lives=0, gamePlayTime=12198, configuredTimeout=34542) with score: 2726
02/10/20 10:16:14 INFO  [pacman.optimization.PacmanOptimization] Evaluation [20]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=27, bigDots=3, lives=3, gamePlayTimeout=34542)
02/10/20 10:16:31 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=7, lives=0, gamePlayTime=17297, configuredTimeout=34542) with score: 2757
02/10/20 10:16:31 INFO  [pacman.optimization.PacmanOptimization] Evaluation [21]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34642)
02/10/20 10:16:44 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=12303, configuredTimeout=34642) with score: 4176
02/10/20 10:16:44 INFO  [pacman.optimization.PacmanOptimization] Evaluation [22]: PacmanOptimizationConfiguration(ghosts=3, dotsPercentage=28, bigDots=3, lives=3, gamePlayTimeout=34442)
02/10/20 10:16:58 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=14505, configuredTimeout=34442) with score: 4200
