1$4$39$1$4$19283$false$30$3$19292$3100
2$5$39$1$4$19283$false$35$0$17702$2634
3$3$39$1$4$19283$false$2$2$19284$3480
4$4$39$1$5$19283$false$42$0$11386$2501
5$4$39$1$3$19283$false$1$3$19284$3390
6$4$39$2$4$19283$false$7$2$19284$3430
7$4$40$1$4$19283$false$17$0$16802$2805
8$4$38$1$4$19283$false$41$1$19284$3190
9$4$39$1$4$19383$false$115$0$6502$1721
10$4$39$1$4$19183$false$1$2$19184$3490
11$4$39$1$4$19283$false$97$0$8102$1918
12$5$39$1$4$19283$false$14$0$17787$2845
13$3$39$1$4$19283$false$3$2$19284$3470
14$4$39$1$5$19283$false$8$0$18505$2912
15$4$39$1$3$19283$false$59$0$8586$2303
16$4$39$2$4$19283$false$2$0$15689$2944
17$4$40$1$4$19283$false$6$2$19285$3440
18$4$38$1$4$19283$false$27$1$19284$3330
19$4$39$1$4$19383$false$16$0$17903$2825
20$4$39$1$4$19183$false$2$4$19184$3280
21$1$24$5$2$39652$true$0$2$11402$4217
22$2$24$5$2$39652$true$0$2$16788$4271
23$1$24$5$3$39652$true$0$2$18098$4284
24$1$24$5$1$39652$true$0$1$11898$4322
25$1$24$4$2$39652$true$0$1$29292$4496
26$1$25$5$2$39652$true$0$2$13695$4240
27$1$23$5$2$39652$true$0$1$15209$4355
28$1$24$5$2$39752$true$0$2$9527$4197
29$1$24$5$2$39552$false$17$0$6301$2497
30$1$24$5$2$39652$true$0$2$10212$4205
31$2$24$5$2$39652$false$2$0$13796$2721
32$1$24$5$3$39652$true$0$3$8983$4093
33$1$24$5$1$39652$true$0$1$29791$4501
34$1$24$4$2$39652$true$0$1$12896$4332
35$1$25$5$2$39652$true$0$2$12071$4224
36$1$23$5$2$39652$true$0$2$7890$4182
37$1$24$5$2$39752$true$0$2$17695$4279
38$1$24$5$2$39552$true$0$2$10400$4208
39$1$24$5$2$39652$true$0$1$14301$4346
40$2$24$5$2$39652$true$0$2$13990$4243
41$1$24$5$3$39652$true$0$3$9800$4101
42$1$24$5$1$39652$true$0$1$9198$4295
43$1$24$4$2$39652$false$17$0$8801$2521
44$1$25$5$2$39652$true$0$2$14873$4252
45$1$23$5$2$39652$true$0$2$16799$4271
46$1$24$5$2$39752$true$0$2$14955$4252
47$1$24$5$2$39552$true$0$2$14691$4251
48$4$20$5$3$38181$true$0$2$16217$4280
49$5$20$5$3$38181$false$11$0$9199$2600
50$3$20$5$3$38181$true$0$2$33138$4449
51$4$20$5$4$38181$true$0$3$10585$4124
52$4$20$5$2$38181$true$0$2$12483$4243
53$4$20$4$3$38181$true$0$1$15799$4376
54$4$21$5$3$38181$false$2$0$15097$2749
55$4$19$5$3$38181$false$9$0$7601$2604
56$4$20$5$3$38281$false$6$0$5702$2614
57$4$20$5$3$38081$false$36$0$4301$2302
58$2$43$1$4$39158$true$0$4$23344$4141
59$3$43$1$4$39158$true$0$3$23603$4244
60$1$43$1$4$39158$true$0$4$20905$4117
61$2$43$1$5$39158$false$13$0$19801$2676
62$2$43$1$3$39158$true$0$2$22687$4335
63$2$43$2$4$39158$true$0$4$19759$4106
64$2$44$1$4$39158$true$0$1$22698$4435
65$2$42$1$4$39158$true$0$2$19889$4307
66$2$43$1$4$39258$true$0$3$23456$4241
67$2$43$1$4$39058$true$0$3$21789$4227
68$1$34$3$4$38403$true$0$2$23497$4350
69$2$34$3$4$38403$true$0$3$13199$4147
70$1$34$3$5$38403$true$0$4$20524$4121
71$1$34$3$3$38403$true$0$3$19205$4208
72$1$34$4$4$38403$true$0$2$21089$4326
73$1$34$2$4$38403$true$0$4$21301$4128
74$1$35$3$4$38403$true$0$4$16300$4078
75$1$33$3$4$38403$true$0$4$16101$4076
76$1$34$3$4$38503$true$0$4$14614$4061
77$1$34$3$4$38303$true$0$2$18407$4301
78$3$44$4$4$32307$true$0$3$10380$4180
79$4$44$4$4$32307$false$16$0$18989$2706
80$2$44$4$4$32307$true$0$1$18202$4458
81$3$44$4$5$32307$true$0$5$11077$3987
82$3$44$4$3$32307$false$19$0$10710$2594
83$3$44$5$4$32307$true$0$4$17636$4153
84$3$44$3$4$32307$false$15$0$16004$2686
85$3$45$4$4$32307$true$0$3$20401$4280
86$3$43$4$4$32307$false$5$0$14305$2769
87$3$44$4$4$32407$true$0$3$22095$4296
88$3$44$4$4$32207$false$20$0$14616$2624
89$3$24$5$3$30099$false$6$0$11698$2755
90$4$24$5$3$30099$true$0$1$13802$4437
91$2$24$5$3$30099$true$0$2$12615$4325
92$3$24$5$4$30099$false$38$0$13904$2458
93$3$24$5$2$30099$false$6$0$15392$2792
94$3$24$4$3$30099$true$0$1$15602$4455
95$3$25$5$3$30099$true$0$2$12741$4326
96$3$23$5$3$30099$true$0$2$10001$4299
97$3$24$5$3$30199$true$0$3$13989$4237
98$3$24$5$3$29999$false$96$0$203$1742
99$1$10$5$1$39517$true$0$1$10281$4307
100$2$10$5$1$39517$true$0$1$3297$4237
101$1$10$5$2$39517$true$0$1$11096$4315
102$1$10$4$1$39517$true$0$1$12197$4326
103$1$11$5$1$39517$true$0$1$7172$4276
104$1$10$5$1$39617$false$11$0$8691$2580
105$1$10$5$1$39417$true$0$1$7737$4283
106$3$27$2$1$33013$false$81$0$4602$1905
107$4$27$2$1$33013$false$20$0$6773$2537
108$2$27$2$1$33013$false$24$0$7872$2508
109$3$27$2$2$33013$false$1$0$14587$2805
110$3$27$3$1$33013$false$7$0$10885$2708
111$3$27$1$1$33013$false$85$0$4602$1865
112$3$28$2$1$33013$false$10$0$16103$2730
113$3$26$2$1$33013$false$72$0$7602$2025
114$3$27$2$1$33113$false$36$0$5901$2367
115$3$27$2$1$32913$false$15$0$10701$2627
116$4$13$1$2$27258$false$1$0$11800$2835
117$5$13$1$2$27258$false$11$0$9686$2714
118$3$13$1$2$27258$true$0$2$15831$4385
119$4$13$1$3$27258$false$48$0$301$2250
120$4$13$1$1$27258$false$46$0$1201$2279
121$4$13$2$2$27258$false$15$0$8401$2661
122$4$14$1$2$27258$false$24$-1$8801$2575
123$4$12$1$2$27258$true$0$1$14953$4476
