29/09/20 16:20:45 INFO  [pacman.optimization.PacmanOptimization] Evaluation [1]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:21:01 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=15217, configuredTimeout=24789) with score: 4204
29/09/20 16:21:01 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
29/09/20 16:21:01 INFO  [pacman.optimization.PacmanOptimization] Evaluation [2]: PacmanOptimizationConfiguration(ghosts=2, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:21:17 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=15929, configuredTimeout=24789) with score: 4211
29/09/20 16:21:17 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
29/09/20 16:21:17 INFO  [pacman.optimization.PacmanOptimization] Evaluation [3]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=5, gamePlayTimeout=24789)
29/09/20 16:21:34 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=5, gamePlayTime=17396, configuredTimeout=24789) with score: 4126
29/09/20 16:21:34 INFO  [pacman.optimization.PacmanOptimization] Evaluation [4]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=3, gamePlayTimeout=24789)
29/09/20 16:21:54 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=1, gamePlayTime=19702, configuredTimeout=24789) with score: 4549
29/09/20 16:21:54 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
29/09/20 16:21:54 INFO  [pacman.optimization.PacmanOptimization] Evaluation [5]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=4, lives=4, gamePlayTimeout=24789)
29/09/20 16:22:12 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=18097, configuredTimeout=24789) with score: 4233
29/09/20 16:22:12 INFO  [pacman.optimization.PacmanOptimization] Evaluation [6]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=2, lives=4, gamePlayTimeout=24789)
29/09/20 16:22:33 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=21204, configuredTimeout=24789) with score: 4264
29/09/20 16:22:33 INFO  [pacman.optimization.PacmanOptimization] Evaluation [7]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=44, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:22:52 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=18197, configuredTimeout=24789) with score: 4234
29/09/20 16:22:52 INFO  [pacman.optimization.PacmanOptimization] Evaluation [8]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=42, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:23:11 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=19504, configuredTimeout=24789) with score: 4347
29/09/20 16:23:11 INFO  [pacman.optimization.PacmanOptimization] Evaluation [9]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24889)
29/09/20 16:23:31 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=20011, configuredTimeout=24889) with score: 4251
29/09/20 16:23:31 INFO  [pacman.optimization.PacmanOptimization] Evaluation [10]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24689)
29/09/20 16:23:46 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=15099, configuredTimeout=24689) with score: 4204
29/09/20 16:23:46 INFO  [pacman.optimization.PacmanOptimization] Evaluation [11]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:24:03 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=16609, configuredTimeout=24789) with score: 4218
29/09/20 16:24:03 INFO  [pacman.optimization.PacmanOptimization] Evaluation [12]: PacmanOptimizationConfiguration(ghosts=2, dotsPercentage=43, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:24:24 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=21397, configuredTimeout=24789) with score: 4466
29/09/20 16:24:24 INFO  [pacman.optimization.PacmanOptimization] Evaluation [13]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=5, gamePlayTimeout=24789)
29/09/20 16:24:45 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=5, gamePlayTime=20695, configuredTimeout=24789) with score: 4159
29/09/20 16:24:45 INFO  [pacman.optimization.PacmanOptimization] Evaluation [14]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=3, lives=3, gamePlayTimeout=24789)
29/09/20 16:24:59 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=13686, configuredTimeout=24789) with score: 4288
29/09/20 16:24:59 INFO  [pacman.optimization.PacmanOptimization] Evaluation [15]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=4, lives=4, gamePlayTimeout=24789)
29/09/20 16:25:16 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=17099, configuredTimeout=24789) with score: 4223
29/09/20 16:25:16 INFO  [pacman.optimization.PacmanOptimization] Evaluation [16]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=43, bigDots=2, lives=4, gamePlayTimeout=24789)
29/09/20 16:25:32 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=4, gamePlayTime=16089, configuredTimeout=24789) with score: 4213
29/09/20 16:25:32 INFO  [pacman.optimization.PacmanOptimization] Evaluation [17]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=44, bigDots=3, lives=4, gamePlayTimeout=24789)
29/09/20 16:25:49 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=3, gamePlayTime=17402, configuredTimeout=24789) with score: 4326
29/09/20 16:25:49 INFO  [pacman.optimization.PacmanOptimization] Evaluation [18]: PacmanOptimizationConfiguration(ghosts=1, dotsPercentage=42, bigDots=3, lives=4, gamePlayTimeout=24789)
