02/10/20 22:17:34 INFO  [pacman.optimization.PacmanOptimization] Evaluation [1]: PacmanOptimizationConfiguration(ghosts=5, dotsPercentage=30, bigDots=3, lives=3, gamePlayTimeout=36675)
02/10/20 22:17:50 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=1, gamePlayTime=16110, configuredTimeout=36675) with score: 4394
02/10/20 22:17:50 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 22:17:50 INFO  [pacman.optimization.PacmanOptimization] Evaluation [2]: PacmanOptimizationConfiguration(ghosts=4, dotsPercentage=30, bigDots=3, lives=3, gamePlayTimeout=36675)
02/10/20 22:18:05 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=2, gamePlayTime=14996, configuredTimeout=36675) with score: 4283
02/10/20 22:18:05 INFO  [pacman.optimization.PacmanOptimization] Evaluation [3]: PacmanOptimizationConfiguration(ghosts=5, dotsPercentage=30, bigDots=3, lives=4, gamePlayTimeout=36675)
02/10/20 22:18:28 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=true, dotsPresent=0, lives=1, gamePlayTime=22092, configuredTimeout=36675) with score: 4454
02/10/20 22:18:28 INFO  [pacman.optimization.PacmanOptimization] We have a new best solution.
02/10/20 22:18:28 INFO  [pacman.optimization.PacmanOptimization] Evaluation [4]: PacmanOptimizationConfiguration(ghosts=5, dotsPercentage=30, bigDots=3, lives=2, gamePlayTimeout=36675)
02/10/20 22:18:40 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=13, lives=0, gamePlayTime=11998, configuredTimeout=36675) with score: 2623
02/10/20 22:18:40 INFO  [pacman.optimization.PacmanOptimization] Evaluation [5]: PacmanOptimizationConfiguration(ghosts=5, dotsPercentage=30, bigDots=4, lives=3, gamePlayTimeout=36675)
02/10/20 22:18:50 INFO  [pacman.optimization.PacmanOptimization] ****** Solution Found: PacmanSolution(winningGame=false, dotsPresent=65, lives=0, gamePlayTime=10102, configuredTimeout=36675) with score: 2084
02/10/20 22:18:50 INFO  [pacman.optimization.PacmanOptimization] Evaluation [6]: PacmanOptimizationConfiguration(ghosts=5, dotsPercentage=30, bigDots=2, lives=3, gamePlayTimeout=36675)
